Date,Store,Holiday_Flag,Month,Quarter,Rolling_CV,Demand_Growth,Demand_Momentum,Fuel_Change,CPI_Change,Unemployment_Change,Weekly_Sales
2011-02-04,1,0,2,1,0.09556911834249232,0.22000943261182204,161897.30000000005,-0.020999999999999908,0.36982350000002384,0.0,1606629.58
2011-02-11,1,1,2,1,0.12037734605310269,0.02675498480489802,258600.96999999997,0.03299999999999992,0.36982340000000136,0.0,1649614.93
2011-02-18,1,0,2,1,0.10774098299291524,0.022567600064095084,359437.3600000001,0.02300000000000013,0.3111806999999942,0.0,1686842.78
2011-02-25,1,0,2,1,0.06307495045525376,-0.13637459443612165,139900.96999999997,0.020000000000000018,0.2877236999999866,0.0,1456800.28
2011-03-04,1,0,3,1,0.06385718763910944,0.12318993376360399,29633.82999999984,0.22299999999999986,0.287723700000015,0.0,1636263.41
2011-03-11,1,0,3,1,0.0636164213966621,-0.05076919736291119,-96423.30000000005,0.17100000000000026,0.2877236999999866,0.0,1553191.63
2011-03-18,1,0,3,1,0.047991325701907575,0.015211535745914384,-110024.71999999997,0.028999999999999915,0.2516549999999995,0.0,1576818.06
2011-03-25,1,0,3,1,0.026824975454942227,-0.022650476238203487,84302.09999999986,-0.015000000000000124,0.23722750000001724,0.0,1541102.38
2011-04-01,1,0,4,2,0.022284974950179934,-0.029873180781149644,-141198.65999999992,0.051000000000000156,0.23722749999998882,-0.05999999999999961,1495064.75
2011-04-08,1,0,4,2,0.032668790721929436,0.07972537644272615,61067.720000000205,0.09799999999999986,0.23722749999998882,0.0,1614259.35
2011-04-15,1,0,4,2,0.03176675513618879,-0.03368129786579843,-16929.060000000056,0.121,0.21746219999999994,0.0,1559889.0
2011-04-22,1,0,4,2,0.03137916483254795,0.003161000558373095,23717.430000000168,0.06400000000000006,0.1680492000000129,0.0,1564819.81
2011-04-29,1,0,4,2,0.043232934107401824,-0.07012252739821856,-39974.060000000056,0.0030000000000001137,0.1680490999999904,0.0,1455090.69
2011-05-06,1,0,5,2,0.04646488063141975,0.11978675363526659,15131.929999999935,0.09600000000000009,0.16804910000001883,0.0,1629391.28
2011-05-13,1,0,5,2,0.04926538546648219,-0.015107298229802724,44886.580000000075,-0.007000000000000117,0.1680490999999904,0.0,1604775.58
2011-05-20,1,0,5,2,0.06693663198221976,-0.11001993811496058,-136601.54000000004,0.008000000000000007,-0.23013240000000224,0.0,1428218.27
2011-05-27,1,0,5,2,0.06516262834850975,0.026486427736287066,10955.979999999981,-0.121,-0.23013240000000224,0.0,1466046.67
2011-06-03,1,0,6,2,0.06632176289992121,0.11529765283665894,5687.129999999888,-0.08700000000000019,-0.2301324999999963,0.0,1635078.41
2011-06-10,1,0,6,2,0.06424027974518019,-0.02821276931911776,-15827.26000000001,-0.05099999999999971,-0.23013240000000224,0.0,1588948.32
2011-06-17,1,0,6,2,0.046948296651876185,-0.03576797261725917,103896.59000000008,-0.01100000000000012,-0.04546329999999443,0.0,1532114.86
2011-06-24,1,0,6,2,0.05456910160429555,-0.060886237993932224,-27216.52000000002,-0.04300000000000015,0.09303859999999986,0.0,1438830.15
2011-07-01,1,0,7,3,0.04222483246796072,0.034547468997643715,-146540.31999999983,-0.06999999999999984,0.09303859999999986,0.27999999999999936,1488538.09
2011-07-08,1,0,7,3,0.030117101375084308,0.031112102747736792,-54098.68000000017,-0.04400000000000004,0.09303859999999986,0.0,1534849.64
2011-07-15,1,0,7,3,0.028662341613260194,-0.05194624145724136,-76994.89000000013,0.0950000000000002,0.083933299999984,0.0,1455119.97
2011-07-22,1,0,7,3,0.03951192513158507,-0.03999199461196312,-41903.32999999984,0.07599999999999962,0.061169700000021976,0.0,1396926.82
2011-07-29,1,0,7,3,0.05499261873811369,-0.032003845412603704,-136318.30000000005,0.03100000000000014,0.06116979999998762,0.0,1352219.79
2011-08-05,1,0,8,3,0.08178602806435802,0.2012719840463213,89534.1100000001,0.002000000000000224,0.06116980000001604,0.0,1624383.75
2011-08-12,1,0,8,3,0.08397008113410258,-0.06109188176747027,70027.12000000011,-0.04600000000000026,0.06116979999998762,0.0,1525147.09
2011-08-19,1,0,8,3,0.07523738175852913,0.0036811793674274007,133834.60999999987,-0.08400000000000007,0.06352290000000949,0.0,1530761.43
2011-08-26,1,0,8,3,0.04291793811280771,-0.04316020034552348,112473.66999999993,-0.030999999999999694,0.06391510000000267,0.0,1464693.46
2011-09-02,1,0,9,3,0.024339967636040603,0.05839840371786731,-74154.53000000003,0.009999999999999787,0.06391509999997425,0.0,1550229.22
2011-09-09,1,1,9,3,0.025448803165082544,-0.006294540106784985,15324.149999999907,0.0129999999999999,0.06391510000000267,0.0,1540471.24
2011-09-16,1,0,9,3,0.02523231568225057,-0.017015221913523004,-16501.649999999907,-0.020000000000000018,0.17999660000000972,0.0,1514259.78
2011-09-23,1,0,9,3,0.05277059455411918,-0.08865025127986959,-84673.18999999994,-0.05899999999999972,0.33477199999998675,0.0,1380020.27
2011-09-30,1,0,9,3,0.056125055340293724,0.010537207544060179,-155667.3899999999,-0.1120000000000001,0.3347719000000211,0.0,1394561.83
2011-10-07,1,0,10,4,0.07924887677440015,0.16953577454504098,90518.70999999996,-0.06999999999999984,0.3347718999999927,-0.09600000000000009,1630989.95
2011-10-14,1,0,10,4,0.0784603388973033,-0.08428256716112814,-20733.850000000093,-0.01100000000000012,0.30990489999999227,0.0,1493525.93
2011-10-21,1,0,10,4,0.06441141261165752,0.006050681691211146,122542.51000000001,0.07900000000000018,0.1607029000000182,0.0,1502562.78
2011-10-28,1,0,10,4,0.05228016724462302,-0.038143956953332725,50687.26000000001,0.018999999999999684,0.16070289999998977,0.0,1445249.09
2011-11-04,1,0,11,4,0.07250784200697845,0.17435090721973734,66239.63000000012,-0.040000000000000036,0.16070289999998977,0.0,1697229.58
2011-11-11,1,0,11,4,0.07072590111876995,-0.06026921237137539,101412.95999999996,-0.0349999999999997,0.1607029000000182,0.0,1594938.89
2011-11-18,1,0,11,4,0.06714015884423187,-0.03476947634025018,36920.919999999925,0.010999999999999677,0.22242389999999546,0.0,1539483.7
2011-11-25,1,1,11,4,0.12891687649595354,0.3207808955690794,588071.5699999998,-0.07199999999999962,0.24711229999999773,0.0,2033320.66
2011-12-02,1,0,12,4,0.1371419210422108,-0.2209374639413736,-113145.63000000012,-0.06400000000000006,0.24711220000000367,0.0,1584083.95
2011-12-09,1,0,12,4,0.13032367426119973,0.13610290666728875,204743.49,-0.014000000000000234,0.24711229999999773,0.0,1799682.38
2011-12-16,1,0,12,4,0.10264978257254886,0.04528259592117578,341692.97,0.0009999999999998899,0.21760770000000207,0.0,1881176.67
2011-12-23,1,0,12,4,0.15207586679779667,0.20679201810428594,236868.3300000003,-0.04699999999999971,0.17826829999998495,0.0,2270188.99
2011-12-30,1,1,12,4,0.1708806751889057,-0.34037970997295697,-86621.22999999998,0.016999999999999904,0.1782682000000193,0.0,1497462.72
2012-01-06,1,0,1,1,0.198138490927911,0.035331230149088455,-249312.45999999996,0.028000000000000025,0.17826829999998495,-0.5179999999999998,1550369.92
2012-01-13,1,0,1,1,0.2276056596070368,-0.05854651127390298,-421575.5,0.10400000000000009,0.17826819999999088,0.0,1459601.17
2012-01-20,1,0,1,1,0.04447588619079685,-0.0446747586534203,-875795.1500000001,0.006999999999999673,0.0931630000000041,0.0,1394393.84
2012-01-27,1,0,1,1,0.06856611228098335,-0.05383575848269673,-178137.1299999999,0.02200000000000024,0.0931630000000041,0.0,1319325.59
2012-02-03,1,0,2,1,0.09318986601750645,0.2402849322432985,85969.72999999998,0.06999999999999984,0.0931630000000041,0.0,1636339.65
2012-02-10,1,1,2,1,0.14443227788524773,0.10153013159584567,342876.26,0.04899999999999993,0.0931630000000041,0.0,1802477.43
2012-02-17,1,0,2,1,0.14109547861693603,0.009649258132458316,425476.1599999999,0.10099999999999998,0.16058029999999235,0.0,1819870.0
2012-02-24,1,0,2,1,0.07946579010089785,-0.15412209113837794,220062.24,0.04500000000000037,0.21114339999999743,0.0,1539387.83
2012-03-02,1,0,3,1,0.07551428185414068,0.09681311434039341,52081.1100000001,0.07499999999999973,0.21114339999999743,0.0,1688420.76
2012-03-09,1,0,3,1,0.0682046085001081,-0.007693342979270268,-127046.27000000002,0.039000000000000146,0.21114330000000336,0.0,1675431.16
2012-03-16,1,0,3,1,0.04300877916004428,0.0012185639426689487,-142397.21999999997,0.06499999999999995,0.15262450000000172,0.0,1677472.78
2012-03-23,1,0,3,1,0.05181532043162539,-0.09919964841396711,-28319.76000000001,0.052999999999999936,0.07459940000001097,0.0,1511068.07
2012-03-30,1,0,3,1,0.048660859660395746,0.09168121724655309,-38816.13000000012,0.058000000000000274,0.07459929999998849,0.0,1649604.63
2012-04-06,1,0,4,2,0.09550839475532423,0.15159526437556137,224245.71999999997,0.04599999999999982,0.07459930000001691,-0.20500000000000007,1899676.88
2012-04-13,1,0,4,2,0.09826613136501193,-0.1466803028102337,-56441.080000000075,0.0,0.07459929999998849,0.0,1621031.7
2012-04-20,1,0,4,2,0.09610963322270413,-0.061352180836438786,10509.800000000047,-0.014000000000000234,0.053863199999995004,0.0,1521577.87
2012-04-27,1,0,4,2,0.11789389762764356,-0.0346019096610547,-180676.25999999978,-0.06299999999999972,0.05386310000000094,0.0,1468928.37
2012-05-04,1,0,5,2,0.06161251638059353,0.14676795982910984,-215156.8899999999,-0.06499999999999995,0.053863199999995004,0.0,1684519.99
2012-05-11,1,0,5,2,0.060761863922245446,-0.043587455438863554,-9935.649999999907,-0.06099999999999994,0.053863200000023426,0.0,1611096.05
2012-05-18,1,0,5,2,0.05633387291910319,-0.00943095850802933,74324.0,-0.058000000000000274,0.01701079999998001,0.0,1595901.87
2012-05-25,1,0,5,2,0.03344543542993202,-0.025350756685309284,86516.17999999993,-0.06899999999999995,0.0022700000000099863,0.0,1555444.55
2012-06-01,1,0,6,2,0.018723870658765154,0.04438154352721857,-60042.409999999916,-0.06000000000000005,0.0022698999999875014,0.0,1624477.58
2012-06-08,1,0,6,2,0.03694046864158411,0.04478570889233202,86134.90999999992,-0.04899999999999993,0.0022700000000099863,0.0,1697230.96
2012-06-15,1,0,6,2,0.03561427877896697,-0.0392545042897402,34705.12999999989,-0.05900000000000016,0.013158199999992348,0.0,1630607.0
2012-06-22,1,0,6,2,0.04304619211134226,-0.06302020658564567,-27598.73999999999,-0.04699999999999971,0.0403790000000015,0.0,1527845.81
2012-06-29,1,0,6,2,0.04995571180821395,0.008230987654441302,-84056.09000000008,-0.06000000000000005,0.040378900000007434,0.0,1540421.49
2012-07-06,1,0,7,3,0.06900751232735426,0.14894148873500845,72623.19999999995,-0.05900000000000016,0.040378900000007434,-0.23499999999999943,1769854.16
2012-07-13,1,0,7,3,0.0749110625838652,-0.13720911332038788,-103592.95999999996,0.028999999999999915,0.0403790000000015,0.0,1527014.04
2012-07-20,1,0,7,3,0.0791059358955566,-0.019030132820520795,-29891.050000000047,0.05500000000000016,0.008568799999977728,0.0,1497954.76
2012-07-27,1,0,7,3,0.09340948509845146,-0.03927425017828978,-101297.78000000003,0.09600000000000009,0.008568700000012086,0.0,1439123.71
2012-08-03,1,0,8,3,0.052731112610587334,0.13342291469855638,-138718.36999999988,0.009999999999999787,0.00856880000000615,0.0,1631135.79
2012-08-10,1,0,8,3,0.05684644671896852,-0.023741628524992398,65395.929999999935,0.0770000000000004,0.008568699999983664,0.0,1592409.97
2012-08-17,1,0,8,3,0.054776622327185255,0.003427559549881609,99913.29000000004,0.07699999999999996,0.0799780000000112,0.0,1597868.05
2012-08-24,1,0,8,3,0.03739522134805177,-0.06492755769163805,54998.669999999925,0.04899999999999993,0.13353480000000673,0.0,1494122.38
2012-08-31,1,0,8,3,0.031132977566301356,0.05887136233110968,-49052.39000000013,0.017999999999999794,0.1335347999999783,0.0,1582083.4
2012-09-07,1,1,9,3,0.04362072559528034,0.05036645350049196,69357.3600000001,0.09200000000000008,0.13353480000000673,0.0,1661767.33
2012-09-14,1,0,9,3,0.048046743498524794,-0.0868584051414707,-80439.17999999993,-0.0129999999999999,0.143004000000019,0.0,1517428.87
2012-09-21,1,0,9,3,0.04568414055470739,-0.007448658862013069,12003.680000000168,0.0040000000000000036,0.19981929999997305,0.0,1506126.06
2012-09-28,1,0,9,3,0.06166739906991343,-0.045857250488050116,-145024.1399999999,-0.05500000000000016,0.19981930000000148,0.0,1437059.26
2012-10-05,1,0,10,4,0.0643117167580577,0.16264236034358115,9018.639999999898,-0.04899999999999993,0.19981930000000148,-0.33499999999999996,1670785.97
2012-10-12,1,0,10,4,0.06439229293102962,-0.05848334960581447,55643.939999999944,-0.016000000000000014,0.19981930000000148,0.0,1573072.81
2012-10-19,1,0,10,4,0.06420416902900306,-0.041322969659618014,1942.7099999999627,-0.007000000000000117,0.04442679999999655,0.0,1508068.77
2012-10-26,1,0,10,4,0.05168057273682766,-0.00955462395789819,56600.47999999998,-0.08800000000000008,0.01852800000000343,0.0,1493659.74
2010-03-05,2,0,3,1,0.06313365322364121,0.06751168532888352,-145976.33000000007,0.06400000000000006,0.030796899999984362,0.0,1991013.13
2010-03-12,2,0,3,1,0.05314568343952247,-0.00026586966807184975,-147325.71999999997,0.041999999999999815,0.03079680000001872,0.0,1990483.78
2010-03-19,2,0,3,1,0.030412907698022615,-0.0223126158807484,-178380.66000000015,0.05300000000000038,-0.16421940000000745,0.0,1946070.88
2010-03-26,2,0,3,1,0.0597976710620693,-0.10065053231771282,-114899.45999999996,0.01200000000000001,-0.19672209999998813,0.0,1750197.81
2010-04-02,2,0,4,2,0.06955297496220143,0.18054525505319874,75174.59000000008,-0.013000000000000345,-0.19672210000001655,-0.12400000000000055,2066187.72
2010-04-09,2,0,4,2,0.06807114920925597,-0.05396339786590154,-35794.570000000065,0.051000000000000156,-0.19672209999998813,0.0,1954689.21
2010-04-16,2,0,4,2,0.0696312010875574,-0.040789742733577605,-71112.93999999994,0.03799999999999981,-0.13361900000001015,0.0,1874957.94
2010-04-23,2,0,4,2,0.055054207488517845,-0.028249705697398264,71793.11999999988,-0.0129999999999999,-0.049481499999984635,0.0,1821990.93
2010-04-30,2,0,4,2,0.036522677833785974,-0.010724883246262862,-263737.42999999993,-0.015000000000000124,-0.04948150000001306,0.0,1802450.29
2010-05-07,2,0,5,2,0.057869284141298265,0.1332249889676569,87892.5,0.05500000000000016,-0.04948150000001306,0.0,2042581.71
2010-05-14,2,0,5,2,0.05774633720293412,-0.07922784641011982,5794.420000000158,0.019000000000000128,-0.0026432999999883577,0.0,1880752.36
2010-05-21,2,0,5,2,0.05255883125997769,0.008605460423295686,74946.17000000016,-0.028000000000000025,0.27838579999999524,0.0,1896937.1
2010-05-28,2,0,5,2,0.03768309042026571,0.03172313409864769,154663.59999999986,-0.06700000000000017,0.27838579999999524,0.0,1957113.89
2010-06-04,2,0,6,2,0.051529813335467856,0.0743063757010074,59958.220000000205,-0.053999999999999826,0.2783859000000177,0.0,2102539.93
2010-06-11,2,0,6,2,0.044397413939336355,-0.03662292872601958,144786.3999999999,-0.03699999999999992,0.27838579999999524,0.0,2025538.76
2010-06-18,2,0,6,2,0.030119386755721192,-0.01180021852556401,104699.85999999987,-0.03100000000000014,-0.0023475000000132695,0.0,2001636.96
2010-06-25,2,0,6,2,0.03333220997284884,-0.030829701505911355,-17186.799999999814,0.016000000000000014,-0.1146408999999835,0.0,1939927.09
2010-07-02,2,0,7,3,0.018482404964543894,0.032997915401036915,-98599.29000000027,0.016000000000000014,-0.11464080000001786,-0.10099999999999909,2003940.64
2010-07-09,2,0,7,3,0.02991448796595894,-0.06139803622127238,-144636.1399999999,-0.027000000000000135,-0.1146408999999835,0.0,1880902.62
2010-07-16,2,0,7,3,0.036183123336262016,-0.018620225006651392,-155757.16999999993,-0.018999999999999684,-0.007936300000011443,0.0,1845879.79
2010-07-23,2,0,7,3,0.049731533753716146,-0.034759619964201516,-158209.38000000012,-0.015000000000000124,0.13433650000001762,0.0,1781717.71
2010-07-30,2,0,7,3,0.02410179049007029,0.012644230830483272,-199694.47999999998,0.03200000000000003,0.1343364999999892,0.0,1804246.16
2010-08-06,2,0,8,3,0.050898148356454474,0.10401231503798791,111007.35999999987,-0.013000000000000345,0.1343364999999892,0.0,1991909.98
2010-08-13,2,0,8,3,0.051359547660851546,-0.048350041400967325,49721.26000000001,0.06500000000000039,0.13433640000002356,0.0,1895601.05
2010-08-20,2,0,8,3,0.043699652438269176,0.036259834314820605,182617.52000000002,-0.028000000000000025,-0.035482700000017076,0.0,1964335.23
2010-08-27,2,0,8,3,0.03076878249241165,-0.05115966891252055,59594.330000000075,-0.04499999999999993,-0.035482699999988654,0.0,1863840.49
2010-09-03,2,0,9,3,0.02200988137169519,0.021872901795367827,-87301.8899999999,-0.04200000000000026,-0.03548280000001114,0.0,1904608.09
2010-09-10,2,1,9,3,0.02889557502557466,-0.03437938773010252,-56472.21999999997,-0.01200000000000001,-0.035482699999988654,0.0,1839128.83
2010-09-17,2,0,9,3,0.02503558030687543,-0.02459057204818005,-170431.6299999999,0.016999999999999904,0.027431100000001152,0.0,1793903.6
2010-09-24,2,0,9,3,0.04174879633397131,-0.03865669258927851,-139283.27000000002,0.04200000000000026,0.07461630000000241,0.0,1724557.22
2010-10-01,2,0,10,4,0.028670806782002095,0.05965775377403837,-77167.66000000015,-0.020999999999999908,0.07461639999999647,0.06400000000000006,1827440.43
2010-10-08,2,0,10,4,0.03039513619411415,0.01230191125846991,10792.60999999987,0.029999999999999805,0.07461639999999647,0.0,1849921.44
2010-10-15,2,0,10,4,0.030385750228777153,-0.030036924162574197,451.88999999989755,0.08700000000000019,0.06683799999998996,0.0,1794355.49
2010-10-22,2,0,10,4,0.02699850610754134,-0.03143627353351264,13390.419999999925,0.004999999999999893,0.04739220000001865,0.0,1737947.64
2010-10-29,2,0,10,4,0.025563947409999593,0.037289656206213495,-24685.319999999832,-0.008999999999999897,0.04739229999998429,0.0,1802755.11
2010-11-05,2,0,11,4,0.04693429205529642,0.07560999230782928,89139.96999999997,-0.027000000000000135,0.04739220000001865,0.0,1939061.41
2010-11-12,2,0,11,4,0.05147535776768758,-0.011473937795502764,122457.25,0.039000000000000146,0.047392199999990225,0.0,1916812.74
2010-11-19,2,0,11,4,0.036422615187468,0.020829593400970348,218791.53000000003,0.042999999999999705,-0.11386709999999312,0.0,1956739.17
2010-11-26,2,1,11,4,0.17043992520455853,0.3587530370744303,855970.1799999999,-0.03600000000000003,-0.14074370000000158,0.0,2658725.29
2010-12-03,2,0,12,4,0.16386178493257716,-0.24182416378940752,76719.8600000001,-0.02699999999999969,-0.14074370000000158,0.0,2015781.27
2010-12-10,2,0,12,4,0.14600175165424323,0.1800519160494034,461913.8099999998,0.1349999999999998,-0.14074370000000158,0.0,2378726.55
2010-12-17,2,0,12,4,0.12135275299821179,0.09687544791560865,652427.5800000001,0.026000000000000245,-0.06025350000001595,0.0,2609166.75
2010-12-24,2,0,12,4,0.23083445385374254,0.31689846193233917,777282.3900000001,0.016999999999999904,0.00011410000001887965,0.0,3436007.68
2010-12-31,2,1,12,4,0.27398126782249804,-0.4905615141116332,-265346.72,0.05699999999999994,0.00011409999999045795,0.0,1750434.55
2011-01-07,2,0,1,1,0.33760528246170074,0.004351056713317369,-620675.7599999998,0.03299999999999992,0.00011409999999045795,-0.1349999999999998,1758050.79
2011-01-14,2,0,1,1,0.38789586793519515,-0.007882144292315929,-864973.1699999999,0.007000000000000117,0.05278320000002168,0.0,1744193.58
2011-01-21,2,0,1,1,0.0032391465974127777,0.004123005658580592,-1684622.7800000003,0.03299999999999992,0.36879779999998163,0.0,1751384.9
2011-01-28,2,0,1,1,0.016397576847114244,-0.03198224445123399,-55062.87000000011,-0.006000000000000227,0.368797700000016,0.0,1695371.68
2011-02-04,2,0,2,1,0.05762606748518622,0.13800782020848668,171295.43999999994,-0.020999999999999908,0.36879779999998163,0.0,1929346.23
2011-02-11,2,1,2,1,0.11284385468666859,0.1237182711368503,423848.0299999998,0.03299999999999992,0.36879780000001006,0.0,2168041.61
2011-02-18,2,0,2,1,0.1051741579509986,-0.040200699838044085,329499.92000000016,0.02300000000000013,0.3104490999999996,0.0,2080884.82
2011-02-25,2,0,2,1,0.07486535423081385,-0.1188791122038172,138139.40000000014,0.020000000000000018,0.2871094999999855,0.0,1833511.08
2011-03-04,2,0,3,1,0.07120030014707815,0.08077218709799117,52261.55000000005,0.22299999999999986,0.2871095000000139,0.0,1981607.78
2011-03-11,2,0,3,1,0.05680126433943298,-0.05172591217824141,-288934.2999999998,0.17100000000000026,0.28710960000000796,0.0,1879107.31
2011-03-18,2,0,3,1,0.032629914489254556,0.012479516137904767,-178327.16000000015,0.028999999999999915,0.2509836999999777,0.0,1902557.66
